Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
GCS_103,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6691,Greenhouse Gases and Control,A Project Is Required,,Course-integrated,
GCS_104,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6711,Asset Management for Sustainable Civil Infrastructure,A Project Is Required,,Course-integrated,
GCS_105,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7001,Earthquake Engineering,A Project Is Required,,Course-integrated,
GCS_106,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7031,Dynamics of Foundations,A Project Is Required,,Course-integrated,
GCS_107,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7101,Theory and Design of Orthotropic Bridges,A Project Is Required,,Course-integrated,
GCS_108,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7111,Theory and Design of Modern Bridge Systems,A Project Is Required,,Course-integrated,
GCS_109,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7121,Cable Stayed Bridges,A Project Is Required,,Course-integrated,
GCS_11,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,365,Building Science,"Laboratory: 2 Hours Per Week, Alternate Weeks",Laboratory/Clinics,Course-integrated,
GCS_110,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7311,Advanced Analysis of Groundwater Flow and Contamination,A Project Is Required,,Course-integrated,
GCS_111,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7401,Design of Transportation Terminals,A Project Is Required,,Course-integrated,
GCS_112,GCS,Centre for Engineering in Society,Engineering,Undergraduate,Bachelor,ENGR,201,Professional Practice and Responsibility,Case Studies,Case Studies,Course-integrated,
GCS_113,GCS,Centre for Engineering in Society,Engineering,Undergraduate,Bachelor,ENCS,272,Argumentation and Composition for Engineers,Course-Integrated Projects; Team Project,Case studies,Course-integrated,
GCS_114,GCS,Centre for Engineering in Society,Engineering,Undergraduate,Bachelor,ENCS,282,Technical Communication,Course-Integrated Project; Simulations; Case Studies,Case studies;Simulations,Course-integrated,
GCS_115,GCS,Centre for Engineering in Society,Engineering,Undergraduate,Bachelor,ENGR,290,Introductory Engineering Team Design Project,Team Project,Laboratory/clinics,Course-integrated,
GCS_116,GCS,Centre for Engineering in Society,Engineering,Undergraduate,Bachelor,ENGR,392,Impact of Technology on Society,Course-Integrated Project; Games/Role Playing; Case Studies; Simulations,Case Studies;Simulations,Course-integrated,
GCS_117,GCS,Centre for Engineering in Society,Engineering,Undergraduate,Bachelor,ENCS,393,Impact of information and Communication Technologies on Society,Course-Integrated Project; Games/Role Playing; Case Studies; Simulations,Case studies;Simulations,Course-integrated,
GCS_118,GCS,Centre for Engineering in Society,Engineering,Any level,Bachelor / Master / Certificate,ENCS,483,Innovation and Critical Thinking in Science and Technology (also listed as ENCS 6041),"Simulations, Course-Integrated Projects, Case Studies & Real Time Innovation Challenges",Simulations,Course-integrated,
GCS_119,GCS,Centre for Engineering in Society,Engineering,Any level,Bachelor / Master,ENCS,484,Development & Global Engineering (also listed as ENCS 6821),Course-Integrated Project; Games; Case Studies;,Case studies;Games/Role-playing,Course-integrated,
GCS_12,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,366,Acoustics and Lighting,"Laboratory: 2 Hours Per Week, Alternate Weeks",Laboratory/Clinics,Course-integrated,
GCS_120,GCS,Centre for Engineering in Society,Engineering,Graduate,Master,ENCS,691,Technology Policy Immersion,Course-Integrated Project; Case Studies,,Course-integrated,
GCS_121,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / PhD,ENCS,5721,Argumentation and Composition for Engineers,Course-Integrated Project; Case Studies,,Course-integrated,
GCS_122,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6042,Communication for the Innovation Process,"Simulations, Course-Integrated Projects, Case Studies & Real Time Innovation Challenges",,Course-integrated,
GCS_123,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6043,Seminar in Innovation Process,"Building Network With Industry, Real Time Case Studies With Industry",,Course-integrated,
GCS_124,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6044,Practicum in Innovation,Fully Integrated Practicum Project,,Course-integrated,
GCS_125,GCS,Computer Science and Software Engineering (CSSE),Computer Science,Undergraduate,Bachelor,COMP,108,Computer ScienceIndustrial Experience Reflective Learning I,Associated Reflective Learning Course To Industrial Experience Work Term I,Hands-on workshops;Real-world project/assignment,Course-integrated;Work-integrated,
GCS_126,GCS,Computer Science and Software Engineering (CSSE),Computer Science,Undergraduate,Bachelor,COMP,208,Computer Science Industrial Experience Reflective Learning II,Associated Reflective Learning Course To Industrial Experience Work Term Ii,Hands-on workshops;Real-world project/assignment,Course-integrated;Work-integrated,
GCS_127,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,248,Object_Oriented Programming I,Laboratory: 12 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_128,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,249,Object_Oriented Programming I,Laboratory: 12 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_129,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,345,Advanced Program Design with C++,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_13,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,371,Building Service Systems,"Laboratory: 2 Hours Per Week, Alternate Weeks",Laboratory/Clinics,Course-integrated,
GCS_130,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,346,Operating Systems,Laboratory: 24 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_131,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,353,Databases,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_132,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,354,Introduction to Software Engineering,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_133,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,371,Computer Graphics,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_134,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,376,Introduction to Game Development,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_135,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,426,Multicore Programming,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_136,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,428,Parallel Programming,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_137,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,442,Compiler Design,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_138,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,444,System Software Design,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_139,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,445,Data Communication and Computer Networks,Laboratory: 24 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_14,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,,Bachelor,BLDG,390,Building Engineering Design Project,"Laboratory: 2 Hours Per Week, Alternate Weeks",Laboratory/Clinics,Course-integrated,
GCS_140,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,451,Database Design,Laboratory: 24 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_141,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,472,Artificial Intelligence,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_142,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,473,Pattern Recognition,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_143,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,474,Intelligent Systems,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_144,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,476,Advanced Game Development,"Laboratory: 24 Hours Total, Group Project",Laboratory/Clinics,Course-integrated,
GCS_145,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,477,Animation for Computer Games,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_146,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,478,Image Processing,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_147,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,479,Information Retrieval and Web Search,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_148,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,490,Computer Science Project I,Capstone Project,Capstone project,Course-integrated,
GCS_149,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,492,Computer Science Project II,Capstone Project,Capstone project,Course-integrated,
GCS_15,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,463,Building Envelope Design,On-Site Investigation,Hands-on workshops;Laboratory/Clinics,Course-integrated,
GCS_150,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,5201,Computer Organization and Assembly Language,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_151,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Certificate,COMP,5361,Discrete Structures and Formal Languages,Laboratory: 24 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_152,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD / Certificate,COMP,5461,Operating Systems,Laboratory: 24 Hours Total,,Course-integrated,
GCS_153,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Certificate,COMP,5481,Programming and Problem Solving,Laboratory: 36 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_154,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Certificate,COMP,5511,Principles of Data Structures,Laboratory: 24 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_155,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Certificate,COMP,5541,Tools and Techniques for Software Engineering,"Laboratory: 24 Hours Total, Project",Laboratory/Clinics,Course-integrated,
GCS_156,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,628,Parallel Programming,"Laboratory: 24 Hours Total, Group Project",,Course-integrated,
GCS_157,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6311,Animation for Computer Games,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_158,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6321,Machine Learning,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_159,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6331,Advanced Game Development,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_16,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,471,HVAC System Design,Laboratory: 2 Hours Per Week,Laboratory/Clinics,Course-integrated,
GCS_160,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6421,Compiler Design,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_161,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6461,Computer Networks and Protocols,Laboratory: 24 Hours Total,,Course-integrated,
GCS_162,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6521,Advanced Database Techniques and Applications,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_163,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6721,Introduction to Artificial Intelligence,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_164,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6731,Pattern Recognition,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_165,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6741,Intelligent Systems,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_166,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6761,Advanced Computer Graphics,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_167,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6771,Image Processing,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_168,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,COMP,6791,Information Retrieval and Web Search,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_169,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,ELEC,275,Principles of Electrical Engineering,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_17,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,476,Thermal Analysis of Buildings,Laboratory: 1 Hour Per Week,Laboratory/Clinics,Course-integrated,
GCS_170,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,228,System Hardware,Laboratory: 24 Hours Total,Laboratory/clinics,Course-integrated,
GCS_171,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,341,Software Process,Group Project,Laboratory/clinics;Case studies,Course-integrated,
GCS_172,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,385,Control Systems and Applications,A Project Is Required,Laboratory/clinics;Simulations,Course-integrated,
GCS_173,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,390,Software Engineering Team Design Project,"Mini-Capstone, Group Project, Laboratory: 36 Hours Total",Laboratory/clinics;Capstone project,Course-integrated,
GCS_174,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,422,Embedded Systems and Software,"Laboratory: 24 Hours Total, Project",Laboratory/clinics,Course-integrated,
GCS_175,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,423,Distributed Systems,"Laboratory: 24 Hours Total, Project",Laboratory/clinics,Course-integrated,
GCS_176,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,487,Web Services and Applications,"Laboratory: 24 Hours Total, Project",Laboratory/clinics,Course-integrated,
GCS_177,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,490,Capstone Software Engineering Design Project,"Capstone, Group Project",Laboratory/clinics,Course-integrated,
GCS_178,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,491,Software Engineering Project,Project,Laboratory/clinics,Course-integrated,
GCS_179,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Graduate,Master / PhD,SOEN,6231,Distributed Systems,"Laboratory: 24 Hours Total, Project",,Course-integrated,
GCS_18,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,490,"Capstone Building Engineering Design Project (also listed as BLDG 490A, BLDG 490B)","Capstone, Team Project",Capstone project,Course-integrated,
GCS_180,GCS,Concordia Institute for Aerospace Design and Innovation (CIADI),Aerospace & Multidisciplinary,Undergraduate,Bachelor,IADI,301,Undergraduate Aerospace Industry Project I,"Project, Industry Training And Tours",Case studies,Course-integrated;Research-based,
GCS_181,GCS,Concordia Institute for Aerospace Design and Innovation (CIADI),Aerospace & Multidisciplinary,Undergraduate,Bachelor,IADI,401,Undergraduate Aerospace Industry Project II,"Project, Industry Training And Tours",Case studies,Course-integrated;Research-based,
GCS_182,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6100,Advanced Java Platforms,A Project Is Required,,Course-integrated,
GCS_183,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6110,Foundations of Cryptography,A Project Is Required,,Course-integrated,
GCS_184,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6120,Crypto-Protocol and Network Security,A Project Is Required,,Course-integrated,
GCS_185,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6130,Operating Systems Security,A Project Is Required,,Course-integrated,
GCS_186,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6140,Malware Defenses and Application Security,A Project Is Required,,Course-integrated,
GCS_187,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6150,Security Evaluation Methodologies,A Project Is Required,,Course-integrated,
GCS_188,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6160,Database Security and Privacy,A Project Is Required,,Course-integrated,
GCS_189,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6170,Network Security Architecture and Management,A Project Is Required,,Course-integrated,
GCS_19,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,492,Construction Processes,Site Visits,Hands-on workshops;Laboratory/Clinics,Course-integrated,
GCS_190,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6180,Security and Privacy Implications of Data Mining,A Project Is Required,,Course-integrated,
GCS_191,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6190,Wireless Network Security,A Project Is Required,,Course-integrated,
GCS_192,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6210,Total Quality Methodologies in Engineering,A Project Is Required,,Course-integrated,
GCS_193,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6220,Advanced Statistical Approaches to Quality,A Project Is Required,,Course-integrated,
GCS_194,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6230,Total Quality Project Management,A Project Is Required,,Course-integrated,
GCS_195,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6240,Executive Communication,A Project Is Required,,Course-integrated,
GCS_196,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6250,Quality Methodologies for Software,A Project Is Required,,Course-integrated,
GCS_197,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6260,Software Quality Assurance,A Project Is Required,,Course-integrated,
GCS_198,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6270,Quality-Based System Engineering,A Project Is Required,,Course-integrated,
GCS_199,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6280,Quality Assurance for System Engineering,A Project Is Required,,Course-integrated,
GCS_2,GCS,"Building, Civil and Environmental Engineering (BCEE)",Engineering,Undergraduate,Bachelor,ENGR,108,Engineering Industrial Experience Reflective Learning I,Associated Reflective Learning Course To Industrial Experience Work Term I,Practica,Course-integrated,
GCS_20,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6071,Wind Engineering and Building Aerodynamics,A Case Study Or A Project Is Required,,Course-integrated,
GCS_200,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6290,Quality in Supply Chain Design,A Project Is Required,,Course-integrated,
GCS_201,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6300,Quality Assurance in Supply Chain Management,A Project Is Required,,Course-integrated,
GCS_202,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6310,Systems Engineering Maintenance Management,A Project Is Required,,Course-integrated,
GCS_203,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6311,Sustainable Infrastructure Planning and Management Systems,Projects,,Course-integrated,
GCS_204,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6320,Risk Analysis for Information and Systems Engineering,A Project Is Required,,Course-integrated,
GCS_205,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6400,Principles of Systems Engineering,A Project Is Required,,Course-integrated,
GCS_206,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6411,Product Design Theory and Methodology,A Project Is Required,,Course-integrated,
GCS_207,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6421,Systems Integration and Testing,A Project Is Required,,Course-integrated,
GCS_208,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6431,Ad Hoc Wireless Networks: Architectures and Protocols,A Project Is Required,,Course-integrated,
GCS_209,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6441,Applied Game Theory and Mechanism Design,A Project Is Required,,Course-integrated,
GCS_21,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6111,Computer-Aided Building Operation,A Project Is Required,,Course-integrated,
GCS_210,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6510,Video Game Technology and Development,A Project Is Required,,Course-integrated,
GCS_211,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6530,3D Graphics and Computer Animation for Game Design,A Project Is Required,,Course-integrated,
GCS_212,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6610,Cybercrime Investigations,A Project Is Required,,Course-integrated,
GCS_213,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6630,Recent Developments in Information Systems Security,A Project Is Required,,Course-integrated,
GCS_214,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6640,Smart Grids and Control System Security,A Project Is Required,,Course-integrated,
GCS_215,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6650,Trusted Computing,A Project Is Required,,Course-integrated,
GCS_216,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6660,Secure programsming,A Project Is Required,,Course-integrated,
GCS_217,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6670,Embedded Systems Security,A Project Is Required,,Course-integrated,
GCS_218,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,6680,Systems Physical Security,A Project Is Required,,Course-integrated,
GCS_219,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,7100,Design and Analysis of Security Protocols,A Project Is Required,,Course-integrated,
GCS_22,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6151,Database Applications in Building and Civil Engineering,A Project Is Required,,Course-integrated,
GCS_220,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,7110,Value Added Service Engineering in Next Generation Networks,A Project Is Required,,Course-integrated,
GCS_221,GCS,Concordia Institute for Information Systems Engineering (CIISE),Information Systems Engineering ,Graduate,Master,INSE,7120,Advanced Network Management,A Project Is Required,,Course-integrated,
GCS_222,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,313,Digital Systems Design II,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_223,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,315,Digital Electronics,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_224,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,316,Computer Architecture and Design,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_225,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,317,Microprocessor Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_226,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,345,Software Testing and Validation,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_227,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,346,Operating Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_228,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,390,Computer Engineering Product Design Project,"Team Project, Develop System/Device, Equivalent Laboratory Time: 6 Hours Per Week",Laboratory/Clinics,Course-integrated,
GCS_229,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,421,Embedded Systems Design,Laboratory: 30 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_23,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6221,Design of Computer-Aided Systems in Building and Civil Engineering,Project On Implementation Of A Small Scale Computer-Aided Engineering System,,Course-integrated,
